cocktailName,cocktailNameKo,alcoholStrength,cocktailStory,cocktailType,alcoholBaseType,ingredient,recipe,cocktailImgUrl
Blackthorn,블랙쏜,STRONG,"뾰족한 가시를 가진 나무 이름처럼, 이 칵테일은 겉으로는 차가워 보이지만 속은 따뜻한 매력을 지닌 사람을 닮았어요. 스위트 베르무트의 달콤함과 슬로 진의 씁쓸함이 어우러져 겉과 속이 다른 오묘한 매력을 보여주죠. 블랙손은 당신의 숨겨진 매력을 발견하게 해줄 거예요.",CLASSIC,GIN,"스위트 베르무트:1 oz, 슬로 진:1 1/2 oz, 레몬 껍질:1 twist of","슬로 진과 베르무트를 얼음과 함께 섞어 칵테일 글라스에 거르고, 레몬 껍질 트위스트로 장식합니다.",https://www.thecocktaildb.com/images/media/drink/dgj92f1616098672.jpg
Bob Marley,밥 말리,VERY_STRONG,"레게 음악의 전설 밥 말리에게서 영감을 받은 칵테일이에요. 미도리, 예거마이스터, 골드슈라거의 독특한 조합은 마치 레게 음악처럼 자유롭고 개성 넘치는 당신을 표현하는 듯해요. 밥 말리 칵테일은 틀에 박힌 생각에서 벗어나 당신만의 리듬을 찾고 싶을 때 완벽한 선택이 될 거예요.",SHOOTER,LIQUEUR,"미도리 멜론 리큐르:1/2 oz, 예거마이스터:1/2 oz, 골드슐래거:1/2 oz",2온스 숏 글라스나 포니 글라스에 층을 쌓습니다.,https://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg
Bubble Gum,버블검,MEDIUM,"어릴 적 동심을 떠올리게 하는 칵테일이에요. 바나나 리큐어와 복숭아 슈냅스의 달콤함이 풍선껌처럼 입안 가득 퍼지며 기분 좋은 추억을 되살려주죠. 버블검 칵테일은 무거운 현실을 잠시 잊고 순수했던 그때로 돌아가고 싶을 때, 당신에게 작은 위로와 행복을 가져다줄 거예요.",SHOOTER,VODKA,"보드카:1/4 shot, 바나나 리큐르:1/4 shot, 오렌지 주스:1/4 shot, 피치 슈냅스:1/4 shot",숏 글라스에 순서대로 층을 쌓습니다.,https://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg
Bumble Bee,범블비,VERY_STRONG,"호박벌'이라는 이름처럼, 이 칵테일은 꿀벌처럼 바쁘게 살아가는 현대 여성을 위한 음료예요. 베일리스의 달콤함과 깔루아, 삼부카의 부드러운 맛이 어우러져 지친 하루의 끝에 달콤한 휴식을 선물하죠. 범블비는 당신의 노고를 위로하고, 내일을 위한 에너지를 충전해 줄 거예요.",SHOOTER,LIQUEUR,"베일리스 아이리시 크림:1/3 oz, 깔루아:1/3 oz, 삼부카:1/3 oz","Baileys를 숏 글라스에 먼저 붓고, 뒤집은 스푼으로 안쪽 벽에 닿게 합니다. 그다음 Kahlua를 조심스럽게 붓고, Sambuca도 같은 방법으로 부어 층을 만듭니다.",https://www.thecocktaildb.com/images/media/drink/uwqpvv1461866378.jpg
Baby Eskimo,베이비 에스키모,WEAK,"아기 에스키모'라는 귀여운 이름처럼, 이 칵테일은 어린 시절의 순수한 동심을 떠올리게 해요. 깔루아의 달콤함과 바닐라 아이스크림의 부드러움이 만나 마치 엄마가 만들어준 달콤한 디저트처럼 따뜻한 위로를 전하죠. 베이비 에스키모는 당신의 마음을 녹여주는 따뜻한 위로가 될 거예요.",LONG,LIQUEUR,"깔루아:2 oz, 우유:8 oz, 바닐라 아이스크림:2 scoops",아이스크림을 약 10분 정도 상온에 두고 재료를 순서대로 넣어 젓습니다. 바로 섭취합니다.,https://www.thecocktaildb.com/images/media/drink/wywrtw1472720227.jpg
Boston Sour,보스턴 사워,MEDIUM,"보스턴의 유서 깊은 바에서 탄생한 칵테일로, 고전적인 매력이 돋보여요. 블렌디드 위스키의 부드러움과 레몬의 상큼함, 그리고 달걀 흰자의 포근함이 어우러져 마치 첫눈처럼 순수하고 로맨틱한 분위기를 연출하죠. 보스턴 사워는 소중한 사람과 함께하는 의미 있는 날을 더욱 특별하게 만들어줄 거예요.",SHORT,WHISKY,"블렌디드 위스키:2 oz, 레몬:Juice of 1/2, 설탕 가루:1 tsp, 달걀 흰자:1 ea, 레몬:1 slice, 체리:1 ea","레몬 주스, 설탕 가루, 블렌디드 위스키, 달걀 흰자를 얼음과 함께 흔들어 위스키 사워 글라스에 거릅니다. 레몬 슬라이스와 체리를 올립니다.",https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg
Bahama Mama,바하마 마마,MEDIUM,"이름만 들어도 설레는 이 칵테일은, 바하마의 뜨거운 태양 아래에서 즐기던 휴가를 연상시켜요. 럼과 바나나 리큐어, 오렌지 주스의 이국적인 조합은 마치 시원한 바람과 파도 소리가 들리는 듯한 느낌을 주죠. 바하마 마마는 일상에 지쳐 떠나고 싶은 당신에게 활력을 불어넣어 줄 거예요.",LONG,RUM,"럼:3 parts, 다크 럼:1 part, 바나나 리큐르:1 part, 그레나딘:1 part, 파인애플 주스:2 parts, 오렌지 주스:2 parts, 스위트 앤 사워:1 part",클럽 소다를 2부분 또는 취향껏 넣습니다. 재료를 섞어 얼음 위에 붓고 빨대로 마십니다.,https://www.thecocktaildb.com/images/media/drink/tyb4a41515793339.jpg
Casino,카지노,STRONG,"카지노'라는 이름은 단순히 도박을 의미하는 것이 아니라, 인생의 짜릿한 도전과 모험을 상징해요. 진의 쌉싸름함과 리큐어의 달콤함, 그리고 레몬의 신맛이 어우러져 예측할 수 없는 인생의 매력을 표현하죠. 카지노는 도전 앞에서 망설이는 당신에게 짜릿한 자극을 선사할 거예요.",CLASSIC,GIN,"진:2 oz, 마라스키노 리큐르:1/4 tsp, 레몬 주스:1/4 tsp, 오렌지 비터스:2 dashes, 체리:1 ea","모든 재료를 셰이커에 얼음과 함께 넣고 잘 흔든 뒤, 차가운 칵테일 글라스에 거릅니다. 레몬 트위스트와 마라스키노 체리로 장식합니다.",https://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg
Cafe Savoy,카페 사보이,MEDIUM,"이 칵테일은 마치 '파리의 오후'처럼 낭만적인 분위기를 자아내요. 진하고 깊은 커피에 밀크와 브랜디가 어우러져, 마치 유명한 사보이 호텔의 카페에 앉아 여유를 즐기는 듯한 기분을 선사하죠. 카페 사보이는 일상 속에서 잠시 벗어나 나만을 위한 우아한 시간을 갖고 싶을 때 완벽한 선택이 될 거예요.",SHORT,BRANDY,"커피:1/2 shot, 우유:1/2 oz, 트리플 섹:1/2 oz, 브랜디:1/2 shot","머그컵 거의 끝까지 커피를 붓고, 우유, 트리플 섹, 브랜디를 넣어 저어줍니다.",https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg
Caipirinha,카이피리냐,MEDIUM,브라질의 해방감과 열정을 담은 칵테일이에요. 라임의 상큼함과 카샤사의 강렬함은 마치 뜨거운 태양 아래에서 즐기는 축제처럼 활기찬 에너지를 느끼게 하죠. 카이피리냐는 복잡한 고민을 잠시 잊고 삶의 즐거움을 만끽하고 싶은 당신에게 완벽한 음료가 될 거예요.,SHORT,RUM,"설탕:2 tsp, 라임:1, 카샤사:2 1/2 oz",라임과 설탕을 올드 패션드 글라스에 넣고 으깨며 섞습니다. 얼음을 채우고 카샤사(럼)를 붓습니다.,https://www.thecocktaildb.com/images/media/drink/jgvn7p1582484435.jpg
Cream Soda,크림 소다,LIGHT,"크림 소다'라는 이름처럼, 이 칵테일은 달콤하고 부드러운 매력을 지니고 있어요. 스파이스 럼의 이국적인 향과 진저 에일의 청량함이 만나 마치 어린 시절 즐겨 마시던 음료처럼 순수하고 기분 좋은 추억을 되살려주죠. 크림 소다는 당신의 마음을 녹여주는 달콤한 위로가 될 거예요.",LONG,RUM,"스파이스트 럼:1 oz, 진저 에일:1/2 shot",하이볼 글라스에 1온스 스파이시 럼을 붓고 얼음을 채운 뒤 진저 에일로 채웁니다.,https://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg
Cuba Libra,쿠바 리브라,MEDIUM,"자유로운 쿠바'라는 이름처럼, 이 칵테일은 자유와 낭만을 상징해요. 다크 럼의 깊은 풍미와 라임의 상큼함, 그리고 콜라의 시원함이 만나 마치 뜨거운 태양 아래에서 자유를 만끽하는 듯한 기분을 느끼게 해줘요. 쿠바 리브라는 답답한 일상에서 벗어나고 싶은 당신에게 완벽한 음료가 될 거예요.",LONG,RUM,"다크 럼:1-2 shot, 라임:1 Squeeze, 콜라:1 Fill with, 얼음:5 cubes","높은 글라스에 얼음을 넣고 럼을 붓습니다. 라임 가장자리를 문질러 향을 더하고, 라임 주스를 짜 넣습니다. 콜라를 채우고 라임 조각으로 장식합니다.",https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg
Cherry Rum,체리 럼,MEDIUM,"체리 럼은 풋풋한 첫사랑의 추억을 떠올리게 하는 칵테일이에요. 가벼운 럼에 체리 브랜디의 달콤함이 더해져, 마치 잊고 있던 설레는 순간이 되살아나는 듯한 느낌을 주죠. 체리 럼은 과거의 아름다운 추억을 곱씹고 싶은 당신에게 완벽한 음료가 될 거예요.",CLASSIC,RUM,"라이트 럼:1 1/4 oz, 체리 브랜디:1 1/2 tsp, 라이트 크림:1 tblsp",모든 재료를 얼음과 함께 흔들어 칵테일 글라스에 따라 제공합니다.,https://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg
Cuba Libre,쿠바 리브레,MEDIUM,"자유로운 쿠바'라는 뜻처럼, 이 칵테일은 자유와 해방을 상징해요. 럼의 이국적인 맛과 라임의 상큼함, 그리고 콜라의 시원함이 만나 복잡한 고민을 잠시 잊게 해주고 자유로운 기분을 만끽하게 해주죠. 쿠바 리브레는 답답한 일상에서 벗어나고 싶은 당신에게 완벽한 음료가 될 거예요.",LONG,RUM,"라이트 럼:2 oz, 라임:Juice of 1/2, 콜라:1 shot",얼음을 채운 콜린스 글라스에 모든 재료를 넣는다. 라임 웨지로 장식한다.,https://www.thecocktaildb.com/images/media/drink/wmkbfj1606853905.jpg
Corn n Oil,콘 앤 오일,STRONG,"바베이도스 섬의 뜨거운 태양 아래에서 탄생한 칵테일이에요. '옥수수와 기름'이라는 뜻의 이름은, 럼의 짙은 색깔이 마치 옥수수밭에 뿌려진 기름처럼 보인다고 해서 붙여졌죠. 라임의 상큼함과 럼의 묵직함이 어우러져 한 모금 마실 때마다 이국적인 모험을 떠나는 듯한 기분을 느낄 수 있어요. 일상에 지쳐 새로운 활력이 필요한 당신에게 완벽한 선택이 될 거예요.",SHORT,RUM,"라임:1/2 ea, 팔레르넘:1/3 oz, 앙고스투라 비터스:2 dashes, 아네호 럼:1 oz, 블랙스트랩 럼:1 oz","라임 반 개를 다시 반으로 자른다. 라임, 팔레넘, 비터스를 락 글라스에 넣고 으깬다. 럼(Plantation 5년 같은 에이징된 바베이도스 럼 권장)을 넣는다. 얼음을 넣고 저은 뒤, 블랙스트랩 럼을 위에 띄운다. 빨대를 꽂아 서빙한다.",https://www.thecocktaildb.com/images/media/drink/pk6dwi1592767243.jpg
Citrus Coke,시트러스 콕,WEAK,평범한 콜라에 상큼한 반전을 더한 칵테일이에요. 바카디 레몬의 산뜻함이 콜라의 익숙한 맛과 어우러져 마치 예상치 못한 곳에서 새로운 즐거움을 발견하는 듯한 느낌을 주죠. 시트러스 코크는 당신의 평범한 하루를 특별하게 만들어 줄 거예요.,LONG,RUM,"바카디 리몬:1 part, 콜라:2 parts",잔에 콜라의 절반을 붓는다. 그 다음 바카디를 넣고 남은 콜라를 채운다. 저어 마신다.,https://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg
Casa Blanca,카사블랑카,MEDIUM,"하얀 집'이라는 이름처럼, 이 칵테일은 마치 지중해의 하얀 집에서 즐기는 휴가처럼 깨끗하고 순수한 매력을 지녔어요. 럼의 이국적인 향과 트리플 섹, 라임 주스의 상큼함이 어우러져 한 모금 마실 때마다 마음이 평화로워지는 기분을 느끼게 해줘요. 카사 블랑카는 일상에 지쳐 휴식이 필요한 당신에게 완벽한 음료가 될 거예요.",CLASSIC,RUM,"라이트 럼:2 oz, 트리플 섹:1 1/2 tsp, 라임 주스:1 1/2 tsp, 마라스키노 리큐르:1 1/2 tsp","모든 재료를 얼음과 함께 흔들고, 칵테일 글라스에 따라 서빙한다.",https://www.thecocktaildb.com/images/media/drink/usspxq1441553762.jpg
Clover Club,클로버 클럽,MEDIUM,"행운을 상징하는 네잎클로버처럼, 이 칵테일은 마시는 사람에게 행운을 가져다준다는 믿음이 있었어요. 진의 쌉쌀함과 그레나딘의 달콤함, 그리고 달걀 흰자의 부드러움이 어우러져 한 모금 마실 때마다 기분 좋은 설렘을 느끼게 하죠. 클로버 클럽은 행운을 빌어주고 싶은 소중한 사람에게 선물하기 좋은 칵테일입니다.",CLASSIC,GIN,"진:1 1/2 oz, 그레나딘:2 tsp, 레몬:1/2 ea, 달걀 흰자:1 ea","재료를 먼저 드라이 셰이크해 유화시킨 후, 얼음을 넣고 다시 흔든다. 스트레이트 업으로 서빙한다.",https://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg
Caipirissima,카이피리시마,MEDIUM,브라질의 열정적인 칵테일 카이피리냐를 럼으로 재해석한 칵테일이에요. 라임과 설탕의 상큼한 조합은 마치 여름날의 축제처럼 활기찬 에너지를 느끼게 하죠. 카이피리시마는 답답한 일상을 벗어나 자유로운 영혼을 깨우고 싶은 당신에게 완벽한 음료가 될 거예요.,LONG,RUM,"라임:2, 설탕:2 tblsp, 화이트 럼:2-3 oz, 얼음:0 crushed",카이피리냐와 동일하지만 까샤사 대신 화이트 럼을 사용한다. 정말 맛있다!!!!!!!!,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg
City Slicker,시티 슬리커,MEDIUM,"도시의 세련된 사람'이라는 뜻처럼, 이 칵테일은 바쁜 도시 생활 속에서도 자신만의 스타일을 잃지 않는 당신을 위한 음료예요. 브랜디의 깊은 풍미와 트리플 섹, 레몬 주스의 상큼함이 어우러져 시크하면서도 활기찬 도시의 밤을 연상시키죠. 시티 슬리커는 특별한 날, 당신의 세련된 매력을 더욱 돋보이게 해줄 거예요.",CLASSIC,BRANDY,"브랜디:2 oz, 트리플 섹:1/2 oz, 레몬 주스:1 tblsp",얼음을 반쯤 채운 셰이커에 모든 재료를 넣고 흔든다. 칵테일 글라스에 걸러 따른다.,https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg
Campari Beer,캄파리 비어,LIGHT,"이 칵테일은 '예측 불가능한 매력'을 가진 사람을 닮았어요. 쌉싸름한 캄파리와 시원한 라거의 조합은 마치 겉으로는 차가워 보이지만, 알고 보면 따뜻하고 유쾌한 반전 매력을 지닌 당신을 표현하는 듯하죠. 캄파리 맥주는 평범한 하루에 특별한 즐거움을 더하고 싶은 당신에게 완벽한 음료가 될 거예요.",LONG,LIQUEUR,"라거:1 bottle, 캄파리:1 1/2 cl",15온스 잔을 사용한다. 캄파리를 먼저 넣고 맥주로 채운다.,https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg
Chicago Fizz,시카고 피즈,MEDIUM,19세기 시카고의 화려한 파티에서 탄생한 칵테일이에요. 럼과 포트 와인의 독특한 조합은 마치 활기찬 재즈 음악처럼 다채로운 매력을 뽐내죠. 시카고 피즈는 평범한 하루를 특별한 축제로 만들고 싶은 당신에게 완벽한 음료가 될 거예요.,LONG,RUM,"라이트 럼:1 oz, 포트:1 oz, 레몬:1/2 ea, 설탕 가루:1 tsp, 달걀 흰자:1, 탄산수:1/2 shot","탄산수 제외 모든 재료를 얼음과 함께 흔들고, 두 개 얼음 조각이 든 하이볼 글라스에 따른다. 탄산수를 채운 뒤 저어 서빙한다.",https://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg
Cosmopolitan,코스모폴리탄,MEDIUM,"1980년대 뉴욕에서 시작된 이 칵테일은 '섹스 앤 더 시티'를 통해 전 세계 여성들의 마음을 사로잡았어요. 보드카의 깔끔함과 크랜베리 주스의 상큼함, 그리고 코엥트루의 오렌지 향이 어우러져 세련되고 당당한 현대 여성의 모습을 표현하죠. 코스모폴리탄은 당신의 자신감을 더욱 빛나게 해줄 거예요.",CLASSIC,VODKA,"보드카:1 1/4 oz, 라임 주스:1/4 oz, 코앵트로:1/4 oz, 크랜베리 주스:1/4 cup","얼음을 채운 셰이커에 모든 재료를 넣고 잘 흔든 후, 큰 칵테일 글라스에 더블 스트레인한다. 라임 휠로 장식한다.",https://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg
Coffee-Vodka,커피 보드카,STRONG,"이 칵테일은 '새로운 영감'을 찾는 여성들을 위한 음료예요. 커피의 쌉쌀함과 보드카의 깔끔함이 어우러져, 마치 창의적인 아이디어가 떠오르는 새벽녘처럼 신선한 자극을 선사하죠. 코피-보드카는 복잡한 머리를 식히고 새로운 영감을 얻고 싶을 때, 당신에게 필요한 에너지를 가져다줄 거예요.",LONG,VODKA,"물:2 cups, 설탕:2 cups white, 커피:1/2 cup, 바닐라:1/2, 보드카:1 1/2 cup, 캐러멜 색소:1 pinch","물과 설탕을 끓여 녹인다. 불을 끄고 인스턴트 커피를 넣어 섞는다. 바닐라빈을 보드카에 넣은 후, 식힌 시럽과 커피 혼합물을 보드카와 합친다. 밀폐하여 3주 동안 매일 흔든다. 걸러낸다. 보드카 증발을 막으려면 시럽을 충분히 식힌 후 넣는다. 마무리 질감을 부드럽게 하고 싶다면 글리세린 1티스푼을 추가해도 좋다.",https://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg
